root	bucket	covered_tiers	inv_tier	prod	gloss_head	gloss_zipf	suggested_tier	matched_word	gloss
pedik	obscure_root		tail	1	lousy	3.31			lousy
pedikov	obscure_root		tail	1		0.0			nit (of louse)
pedofil	obscure_root		tail	1	pedophile	3.3			pedophile
pedofili	obscure_root		tail	1	pedophilia	3.1			pedophilia
pedologi	obscure_root		tail	1	pedology	1.37			pedology
pedomorf	obscure_root		tail	1	pedomorphic	0.0			pedomorphic
pedunkl	obscure_root		tail	1	flowerstalk	0.0			flowerstalk, peduncle
peg	covered_T1_3	2	tail	1		0.0			woodpecker
peged	obscure_root		tail	1		0.0			woodpeckers (family)
pejzaĝ	covered_T1_3	2	extended	2		0.0			landscape, scenery
pejzaĝtrajt	obscure_root		tail	1	characteristics	0.0			characteristics of a landscape
pek	obscure_root		core	8	evil	4.74			evil, sinful
pekari	obscure_root		tail	1	peccary	1.62			peccary
pekl	covered_T1_3	2	extended	2		0.0			to pickle (in salt)
peklakv	obscure_root		tail	1	brine	3.07			brine
pekliberig	obscure_root		tail	1		0.0			to absolve (a sinner)
pekliberiĝ	obscure_root		tail	1	atone	2.86			to atone
peknaskit	obscure_root		tail	1	illegitimate	0.0			illegitimate child
pekpardon	obscure_root		tail	1	indulgence	3.19			indulgence
pekten	obscure_root		tail	1	pecten	1.58			pecten, scallop
pektin	obscure_root		tail	1	pectin	2.42			pectin
pel	covered_T1_3	1	core	5		0.0			to chase, drive, drive on, impel, shoo, expel, dispel, propel
pelagr	obscure_root		tail	1	pellagra	1.85			pellagra
pelargoni	obscure_root		tail	1	geranium	2.59			geranium
pelerin	obscure_root		tail	1	cape	4.3			cape, pelerine, tippet
pelikan	obscure_root		tail	1	pelican	3.07			pelican
pelmel	obscure_root		tail	1	pell-mell	0.0			pell-mell
pelmen	obscure_root		tail	1	meat	0.0			meat dumplings
pelt	obscure_root		extended	2	made	0.0			made of fur, made of skin
peltkolum	obscure_root		tail	1	fur	0.0			fur collar
peltmantel	obscure_root		tail	1	fur	0.0			fur coat
peltoĉap	obscure_root		tail	1	bearskin	2.08			bearskin, bearskin cap
pelv	covered_T1_3	2	tail	1		0.0			basin, bowl, pelvis
pelĉas	obscure_root		extended	2	victimize	2.24			to victimize, hound
pemikan	obscure_root		tail	1	pemmican	1.77			pemmican
pen	covered_T1_3	2	core	10		0.0			with difficulty, with effort
penakir	obscure_root		tail	1	procure	3.16			to procure
penal	obscure_root		tail	1	penalty	4.45			penalty
penc	covered_T1_3	2	tail	1		0.0			penny
pend	covered_T1_3	2/3	core	10		0.0			to droop, hang
pendglaci	obscure_root		tail	1	icicle	2.43			icicle
pendglisil	obscure_root		tail	1	hang	0.0			hang glider
pendigŝnur	covered_T1_3	2	tail	1		0.0			clothesline
pendkolum	obscure_root		tail	1	bands	4.37			bands
pendlit	obscure_root		tail	1	hammock	3.14			hammock
pendofervoj	obscure_root		tail	1	aerial	0.0			aerial tramway
pendol	obscure_root		extended	2	swing	4.34			to swing
pendolvaonar	obscure_root		tail	1	commuter	0.0			commuter train
pendomenu	obscure_root		tail	1	pull-down	0.0			pull-down menu
pendumil	obscure_root		tail	1	gallows	3.08			gallows
pendŝnur	obscure_root		tail	1	noose	2.98			noose
penetr	candidate_gap		core	3	penetrating	3.33	3		penetrating
peni	obscure_root		tail	1	penny	4.07			penny
penicili	obscure_root		tail	1	penicillium	2.22			penicillium
penicilin	obscure_root		tail	1	penicillin	3.04			penicillin
penik	covered_T1_3	2	tail	1		0.0			to paint, use a paintbrush
penikotir	obscure_root		tail	1	brushstroke	1.77			brushstroke
penis	obscure_root		extended	2	penile	2.67			penile
penplen	obscure_root		tail	1	strenuous	3.12			strenuous
pens	covered_T1_3	1/2	core	14		0.0			pensive
pense	obscure_root		tail	1	pansy	2.77			pansy
pensfaden	obscure_root		tail	1	train	0.0			train of thought
pensi	candidate_gap		core	5	pension	4.22	2		to pension
pensilvani	obscure_root		tail	1	pennsylvanian	0.0			Pennsylvanian
pensilvanian	obscure_root		tail	1	pennsylvanian	0.0			Pennsylvanian
pensinstig	obscure_root		tail	1	thought-provoking	0.0			thought-provoking
pensmanier	obscure_root		tail	1	way	0.0			way of thinking
pensrapid	obscure_root		tail	1	quick	0.0			as quick as thought
pensromp	obscure_root		tail	1	anacoluthon	0.0			anacoluthon, break in train of thought
penstemon	obscure_root		tail	1	beard-tongue	0.0			beard-tongue, penstemon
pent	obscure_root		core	4	contrite	2.48			contrite, penitent
pentagon	obscure_root		tail	1	pentagon	3.7			pentagon
pentagram	obscure_root		tail	1	pentacle	1.93			pentacle, pentagram
pentametr	obscure_root		tail	1	pentameter	2.16			pentameter
pentaprism	obscure_root		tail	1	pentaprism	0.0			pentaprism
pentatlon	obscure_root		tail	1	pentathlon	2.12			pentathlon
pentekost	obscure_root		core	4	whit	0.0			Whit
pentfarej	obscure_root		tail	1	penitentiary	3.18			penitentiary
pentoad	obscure_root		tail	1	repentance	3.19			repentance
pentod	obscure_root		tail	1	pentode	1.76			pentode
pentoec	obscure_root		tail	1	contrition	2.62			contrition
pentofar	obscure_root		core	3	penitential	2.13			penitential
pentoplen	obscure_root		tail	1	fill	0.0			fill of regret
pentpag	obscure_root		tail	1	expiation	2.11			expiation
pentr	covered_T1_3	1/2	core	8		0.0			to paint
pentrart	obscure_root		tail	1	painting	4.6			painting, portraiture (art)
pentraĵkadr	obscure_root		tail	1	frame	4.58			frame, picture frame
pentroteknik	obscure_root		tail	1	brushwork	2.13			brushwork
peon	obscure_root		tail	1		0.0			pawn (chess)
peoni	obscure_root		tail	1	peony	2.57			peony
pep	covered_T1_3	1/2	core	5		0.0			to chirp, peep, twitter, warble, beep
peperomi	obscure_root		tail	1	peperomia	1.42			peperomia
pepfaden	obscure_root		tail	1	twitter	0.0			twitter feed
peplom	covered_T1_3	2	tail	1		0.0			quilt
pepsin	obscure_root		tail	1	pepsin	1.81			pepsin
peptid	obscure_root		tail	1	peptide	3.3			peptide
pepton	obscure_root		tail	1	peptone	1.4			peptone
per	covered_T1_3	2/3	core	11		0.0			by means of, through, with
peramel	obscure_root		tail	1	bandicoot	2.51			bandicoot
perbuŝ	obscure_root		tail	1	mouth	4.83			by mouth
percept	covered_T1_3	2/3	core	5		0.0			discerning
perceptorgan	obscure_root		tail	1	sense	5.19			sense
perd	covered_T1_3	1/2	core	11		0.0			lossy (data compression)
perdosiersistem	obscure_root		tail	1	file-based	0.0			file-based
perdrik	obscure_root		tail	1	partridge	3.2			partridge
pere	covered_T1_3	1/2	core	5		0.0			to perish
perenhav	obscure_root		tail	1	associative	2.78			associative
perfaden	obscure_root		tail	1	string	4.4			by a string, by a thread
perfekt	covered_T1_3	1/2	core	7		0.0			perfect
perfektmodel	obscure_root		tail	1	paragon	3.05			paragon
perfid	obscure_root		core	5	perfidious	2.09			perfidious, traitorous, treacherous
perflat	obscure_root		tail	1	wheedle	1.77			to wheedle, win by flattery
perfoli	obscure_root		tail	1	perfoliate	0.0			perfoliate
perfort	covered_T1_3	2	core	4		0.0			boisterous, vehement, violent
perfortenir	obscure_root		tail	1	raid	4.19			to raid
pergamen	obscure_root		tail	1	parchment	3.23			parchment
peridot	obscure_root		tail	1	peridot	2.5			peridot
periferaĵ	obscure_root		tail	1	peripherals	2.86			peripherals
periferi	candidate_gap		extended	2	peripheral	3.66	3		peripheral
perige	obscure_root		tail	1	perigee	2.29			perigee
periheli	obscure_root		tail	1	perihelion	2.18			perihelion
perikard	obscure_root		tail	1	pericardium	2.1			pericardium
perikarp	obscure_root		tail	1	seed	0.0			seed case, seed vessel
perimetr	obscure_root		tail	1	circumference	3.18			circumference, perimeter
perine	obscure_root		tail	1	perineum	2.2			perineum
perinterret	obscure_root		tail	1	online	5.19			online, on-line, on line
period	covered_T1_3	1/3	core	3		0.0			periodic (function)
periost	obscure_root		tail	1	periosteum	1.75			periosteum
peripl	obscure_root		tail	1	circumnavigation	2.19			circumnavigation, periplus
periskop	obscure_root		tail	1	periscopic	1.08			periscopic
peristalt	obscure_root		tail	1	peristaltic	1.84			peristaltic
peritone	obscure_root		tail	1	peritoneum	2.13			peritoneum
perk	shade_mismatch		tail	1	bass	4.28		perch	bass, perch (fish)
perkabl	obscure_root		tail	1		0.0			cable (connection), by cable
perkal	obscure_root		tail	1	cotton	0.0			cotton cambric, percale
perkomputil	obscure_root		tail	1	computer-aided	0.0			computer-aided
perkut	obscure_root		extended	2	percuss	0.0			to percuss
perkutinstrument	obscure_root		tail	1	percussion	0.0			percussion instrument
perl	covered_T1_3	2	tail	1		0.0			pearly
perlabor	obscure_root		extended	2	earn	4.48			to earn
perlamot	obscure_root		tail	1	mother	0.0			mother of pearl
perlikv	obscure_root		tail	1	fluid	4.22			by fluid
perluet	obscure_root		tail	1	ampersand	2.15			ampersand
perman	obscure_root		tail	1	done	0.0			done by hand
permanent	covered_T1_3	2	extended	2		0.0			abiding, constant, continual, continuous, enduring, lasting, permanent, standing, steadfast
permeabl	obscure_root		tail	1	permeable	2.76			permeable
permeanc	obscure_root		tail	1	permeability	2.92			permeability
permes	covered_T1_3	2	core	7		0.0			permissive
permesagord	obscure_root		tail	1	permission	0.0			permission setting
permesopolitik	obscure_root		tail	1	permission	0.0			permission policy
permut	obscure_root		extended	2	permute	1.45			to permute, swap
permutodosier	obscure_root		tail	1	page	0.0			page file, swap file
perni	obscure_root		tail	1	chilblain	0.0			chilblain
perpasvort	obscure_root		tail	1	password	4.06			password, by password
perpendikl	obscure_root		tail	1	perpendicular	3.29			perpendicular
perpendikular	obscure_root		tail	1	perpendicular	3.29			perpendicular, orthogonal
perpleks	shade_mismatch		extended	2	perplexed	3.05		taken	perplexed, taken aback
perpuls	obscure_root		tail	1		0.0			pulse (dialing)
perruz	obscure_root		tail	1	wangle	1.68			to wangle
pers	covered_T1_3	2	core	8		0.0			Persian
persekut	covered_T1_3	2	core	4		0.0			oppressive
persien	obscure_root		tail	1	persienne	0.0			persienne, slatted shutter
persik	covered_T1_3	1	extended	2		0.0			nectarine, peach
persikarb	obscure_root		tail	1	peach	0.0			peach tree
persilentaĵ	obscure_root		tail	1	default	4.29			default
persimon	obscure_root		tail	1	date-plum	0.0			date-plum, persimmon
persistoad	obscure_root		tail	1	persistence	3.51			persistence
person	covered_T1_3	1/2	core	10		0.0			personal
personal	obscure_root		tail	1	work	0.0			work force, labor force
personidentig	obscure_root		tail	1	personally	0.0			personally identifiable
personkult	obscure_root		tail	1	cult	0.0			cult of personality
personnumer	obscure_root		tail	1	personal	0.0			personal number
persontrajn	obscure_root		tail	1	passenger	0.0			passenger train
perspektiv	covered_T1_3	2/3	extended	2		0.0			perspective, prospect
persvad	shade_mismatch		tail	1	compelling	3.98		convincing	compelling, convincing, persuasive
pertelefon	obscure_root		tail	1	dial-up	0.0			dial-up
pertelefonline	obscure_root		tail	1	dial-up	0.0			dial-up, by telephone line
pertub	obscure_root		tail	1	interference	3.99			interference
perturb	obscure_root		extended	2	disquiet	2.5			to disquiet, interfere with, perturb
peru	obscure_root		core	3	peruvian	0.0			Peruvian
perubalzam	obscure_root		tail	1	balsam	0.0			balsam of Peru
peruk	obscure_root		extended	2	hairpiece	2.1			hairpiece, wig
pervarm	obscure_root		tail	1		0.0			thermal (printer)
pervent	obscure_root		tail	1	wind	4.84			by wind, wind-blown
pervers	candidate_gap		extended	2	perverse	3.19	3		perverse
perversi	obscure_root		extended	2	perversion	2.87			perversion
perĉ	obscure_root		tail	1		0.0			ruff (fish)
pes	obscure_root		core	4		0.0			to weigh (something)
pesari	obscure_root		tail	1	pessary	1.57			pessary
pesimism	obscure_root		tail	1	pessimistic	3.25			pessimistic
pesimist	obscure_root		tail	1	pessimist	2.67			pessimist
pesmaŝin	obscure_root		tail	1	steelyard	1.5			steelyard
pest	obscure_root		core	3	pestiferous	1.09			pestiferous
pestoeg	obscure_root		tail	1	plague	3.89			plague
pet	covered_T1_3	2/3	core	8		0.0			to ask (for), request, seek, bid, beg
petal	covered_T1_3	2	tail	1		0.0			petal
petard	obscure_root		tail	1	detonator	2.59			detonator, firecracker, petard
petasit	obscure_root		tail	1	butterbur	1.29			butterbur
petazit	obscure_root		tail	1	butterbur	1.29			butterbur
petformular	obscure_root		tail	1	application	0.0			application form, form of application
petici	obscure_root		tail	1	petition	4.3			petition
petiol	obscure_root		tail	1	petiole	2.47			petiole
petol	covered_T1_3	2	core	8		0.0			frolicsome, frolic, petulant, playful, saucy
petolecoaĵ	obscure_root		tail	1	prank	3.7			prank
petolemul	candidate_gap		extended	2	imp	3.23	3		imp, scamp
petolulun	obscure_root		tail	1	mischievous	0.0			mischievous girl
petoslip	obscure_root		tail	1		0.0			ticket (helpdesk)
petotraktil	obscure_root		tail	1	request	0.0			request handler
petpak	obscure_root		tail	1	request	0.0			request packet
petr	obscure_root		tail	1	petrine	0.0			Petrine
petrel	obscure_root		tail	1	petrel	2.21			petrel
petrol	obscure_root		tail	1	paraffin	0.0			paraffin oil, petroleum, oil
petrologi	obscure_root		tail	1	petrology	2.12			petrology
petrolĥemi	obscure_root		tail	1	petrochemistry	0.0			petrochemistry
petrolŝip	obscure_root		tail	1		0.0			(oil) tanker
petromiz	obscure_root		tail	1	lamprey	2.28			lamprey
petrosel	obscure_root		tail	1	parsley	3.27			parsley
petskrib	candidate_gap		extended	2	petition	4.3	2		petition
petuni	obscure_root		tail	1	petunia	2.48			petunia
petunkl	obscure_root		tail	1	scallop	2.75			scallop
petvetur	obscure_root		core	3	hitchhike	2.18			to hitchhike
pez	covered_T1_3	1/2	core	12		0.0			burdensome, heavy, onerous, weighty
pezcentr	obscure_root		tail	1	center	0.0			center of gravity
pezekstrem	obscure_root		tail	1	endianness	1.33			endianness
pezfin	obscure_root		tail	1	little-endian	0.0			little-endian
pezilĵetad	obscure_root		tail	1	shot-put	0.0			shot-put
pezilĵetist	obscure_root		tail	1	shot-putter	0.0			shot-putter
pezkomenc	obscure_root		tail	1	big-endian	0.0			big-endian
pezkor	obscure_root		tail	1	heavy	0.0			heavy hearted
pezocentr	obscure_root		tail	1		0.0			centroid (of n points)
pezofort	obscure_root		tail	1	gravitation	2.67			gravitation, gravity
peĉ	obscure_root		tail	1	pitch	4.43			to pitch
pfenig	obscure_root		tail	1	pfennig	1.79			pfennig
pi	obscure_root		tail	1	pious	3.31			pious, righteous
piamatr	obscure_root		tail	1	pia	0.0			pia mater
pian	covered_T1_3	1	extended	2		0.0			piano
pianol	obscure_root		tail	1	pianola	1.58			pianola
piastr	obscure_root		tail	1	piaster	0.0			piaster
pibroĥ	obscure_root		tail	1	pibroch	1.14			pibroch
pic	covered_T1_3	1	extended	2		0.0			pizza
pice	obscure_root		tail	1	spruce	3.39			spruce, spruce fir
piec	obscure_root		tail	1	piety	3.09			piety
pied	covered_T1_3	1/2	core	5		0.0			of a foot
piedartik	obscure_root		tail	1	instep	2.12			instep
piedbat	covered_T1_3	2	extended	2		0.0			to kick
piedbenket	obscure_root		tail	1	footstool	2.33			footstool
piedestal	obscure_root		tail	1	base	5.05			base, pedestal, stand
piedfingr	obscure_root		tail	1	toe	4.07			toe
piedfrap	obscure_root		extended	2	kick	4.72			to kick
piedir	obscure_root		extended	2	walk	5.08			to walk, go on foot
piedlini	obscure_root		tail	1	footer	3.1			footer
piednot	obscure_root		tail	1	footnote	3.17			footnote
piedpas	obscure_root		tail	1	pass	0.0			to pass by on foot, tread
piedpilk	obscure_root		extended	2	football	5.11			football, soccer ball
piedpilklud	obscure_root		tail	1	football	5.11			football, soccer
piedplat	obscure_root		tail	1	sole	4.29			sole
piedpont	obscure_root		tail	1	foot	0.0			foot bridge
piedprem	obscure_root		tail	1	crush	0.0			to crush underfoot, step on, tread down, trample
piedsign	shade_mismatch		tail	1	footprint	3.52		track	footprint, track, trail
piedung	obscure_root		tail	1	toenail	2.59			toenail
piedvarmigil	obscure_root		tail	1	foot	0.0			foot warmer
piedvest	candidate_gap		extended	2	footwear	3.42	3		footwear
piedvoj	obscure_root		extended	2	footway	1.62			footway
pierid	obscure_root		tail	1	cabbage	0.0			cabbage white
pieris	obscure_root		tail	1	cabbage	0.0			cabbage white
pierot	obscure_root		tail	1	pierrot	2.56			pierrot
pietat	obscure_root		tail	1	pietas	1.43			pietas, veneration
pietism	obscure_root		extended	2	pietism	1.82			pietism
pietist	obscure_root		tail	1	pietist	1.62			pietist
pig	covered_T1_3	2	tail	1		0.0			magpie, pica
pigme	obscure_root		tail	1	pigmy	1.72			pigmy, of a pygmy
pigment	obscure_root		tail	1	pigment	3.37			pigment
pigr	covered_T1_3	2	extended	2		0.0			indolent, lazy, slothful
pik	covered_T1_3	2	core	8		0.0			nasty, piquant, prickly, pungent
pikbaston	obscure_root		tail	1	skewer	2.67			skewer, spit
pikdrat	obscure_root		extended	2	barbed	0.0			barbed wire
piked	obscure_root		tail	1	guard	4.73			guard, outpost, picket, sentry
pikfosil	obscure_root		tail	1	mattock	1.81			mattock, pick, pickaxe
pikildrat	obscure_root		tail	1	barbed	0.0			barbed wire
pikilhav	obscure_root		tail	1	prickly	3.03			prickly
pikkalkanum	obscure_root		tail	1	stiletto	0.0			stiletto heel
pikmanĝ	obscure_root		tail	1	eat	0.0			to eat by pecking
pikmortig	obscure_root		tail	1	stab	3.78			to stab
piknik	covered_T1_3	1	tail	1		0.0			to picnic
piknikokorb	obscure_root		tail	1	picnic	0.0			picnic basket
piknikotabl	obscure_root		tail	1	picnic	0.0			picnic table
pikodor	obscure_root		tail	1	acrid	2.37			acrid
pikofarad	obscure_root		tail	1	picofarad	0.0			picofarad
pikokalkanum	obscure_root		tail	1	high	0.0			high heels
pikometr	obscure_root		tail	1	picometer	0.0			picometer
pikosekund	obscure_root		tail	1	picosecond	1.87			picosecond
pikpluk	obscure_root		extended	2	peck	3.46			to peck, pick
pikrat	obscure_root		tail	1	picrate	0.0			picrate
pikstang	shade_mismatch		tail	1	pike	3.68		spear	pike, spear
pikt	obscure_root		tail	1	pictish	0.0			Pictish
piktogram	obscure_root		tail	1	icon	4.16			icon, pictogram, pictograph
piktogramoredaktil	obscure_root		tail	1	icon	0.0			icon editor
pikvund	obscure_root		tail	1	stab	0.0			stab wound
pil	covered_T1_3	2	core	7		0.0			battery cell, pile
pilaf	obscure_root		tail	1	pilaf	2.17			pilaf
pilastr	obscure_root		tail	1	pilaster	1.81			pilaster
pilgrim	obscure_root		core	4	go	0.0			to go on a pilgrimage
pilgrimoad	obscure_root		tail	1	pilgrimage	3.5			pilgrimage
pilier	obscure_root		tail	1	pillar	3.64			pillar
pilk	covered_T1_3	1	core	3		0.0			ball (for playing)
pilkknabin	obscure_root		tail	1	ball	0.0			ball girl
pilklud	obscure_root		tail	1	play	0.0			to play ball
pilkoknab	obscure_root		tail	1	ball	0.0			ball boy
pilkolud	obscure_root		tail	1	ballgame	2.69			ballgame
pilkoĵet	obscure_root		tail	1	bowl	4.63			to bowl
pilkraket	obscure_root		tail	1	battledore	1.19			battledore
pilol	covered_T1_3	2	tail	1		0.0			pill
pilori	obscure_root		tail	1	pillory	2.12			pillory
pilĉard	obscure_root		tail	1	pilchard	1.88			pilchard
pilĥard	obscure_root		tail	1	pilchard	1.88			pilchard
piment	obscure_root		tail	1	allspice	2.27			allspice, pimenta
pimp	shade_mismatch		tail	1	chic	3.68		smart	chic, smart
pin	covered_T1_3	2	extended	2		0.0			pine (tree)
pinakl	obscure_root		tail	1	pinnacle	3.45			pinnacle
pinakotek	obscure_root		tail	1	art	0.0			art gallery
pinarb	obscure_root		extended	2	fir	0.0			fir tree, pine tree
pinas	obscure_root		tail	1	jolly-boat	0.0			jolly-boat, pinnace
pind	obscure_root		tail	1	pint	3.66			pint
pineal	obscure_root		tail	1	pineal	2.5			pineal
pingikol	obscure_root		tail	1	butterwort	0.0			butterwort
pingikul	obscure_root		tail	1	butterwort	0.0			butterwort
pingl	covered_T1_3	2	extended	2		0.0			needle, pin
pinglarb	obscure_root		tail	1	conifer	2.59			conifer
pingloarb	obscure_root		tail	1	conifer	2.59			conifer
pinglokusenet	obscure_root		tail	1	pin-cushion	0.0			pin-cushion
pingven	covered_T1_3	2	tail	1		0.0			penguin
pingvin	obscure_root		tail	1	penguin	3.78			penguin
pini	obscure_root		tail	1	pine	4.1			pine, silver fir, stone pine, umbrella pine
pinjakolad	obscure_root		tail	1	colada	2.46			piña colada
pinjat	obscure_root		tail	1		0.0			piñata
pink	obscure_root		tail	1	pink	4.52			pink
pinkonus	obscure_root		tail	1	pine	0.0			pine cone
pinlign	obscure_root		tail	1		0.0			(made of) pine
pint	covered_T1_3	2	core	8		0.0			pointed, spiked, leading
pintark	obscure_root		tail	1	ogive	1.62			ogive
pintokonferenc	obscure_root		tail	1	summit	4.3			summit
pintoteknologi	obscure_root		tail	1	hi-tech	0.0			hi-tech
pintteknologi	obscure_root		tail	1	hi-tech	0.0			hi-tech
pintvostanas	obscure_root		tail	1	pintail	1.86			pintail
pinĉ	covered_T1_3	2	core	4		0.0			to nip, pinch
pinĉpren	obscure_root		tail	1	bit	5.37			bit
pinĉtenajl	obscure_root		tail	1	pincers	2.3			pincers
pinĉtenil	obscure_root		tail	1	pair	0.0			pair of pincers, pincers, pliers
pion	obscure_root		tail	1	pi-meson	0.0			pi-meson, pion
pionir	obscure_root		tail	1	groundbreaking	3.46			groundbreaking, pioneering
piore	obscure_root		tail	1	pyorrhoea	0.0			pyorrhoea
pioĉ	obscure_root		tail	1	pick	5.08			pick, pickaxe
pip	obscure_root		extended	2	pipe	4.25			pipe
pipi	obscure_root		tail	1	pipit	1.87			pipit
pipr	covered_T1_3	1	extended	2		0.0			to pepper
piproment	obscure_root		tail	1	peppermint	3.09			peppermint
pips	covered_T1_3	2	tail	1		0.0			pip (disease in birds)
pir	covered_T1_3	1/2	core	7		0.0			pear
piramid	obscure_root		tail	1	pyramid-shaped	0.0			pyramid-shaped
piranj	obscure_root		tail	1	piranha	2.75			piranha
pirarb	obscure_root		tail	1	pear	0.0			pear tree
piraruku	obscure_root		tail	1	arapaima	1.34			arapaima
pirene	obscure_root		tail	1	pyrenean	0.0			Pyrenean
piretr	obscure_root		tail	1	pyrethrum	1.5			pyrethrum
pirik	obscure_root		tail	1	dibrach	0.0			dibrach, pyrrhic
pirog	obscure_root		tail	1	dug-out	0.0			dug-out canoe; dumpling, pie, pierogi
pirokorak	obscure_root		tail	1	chough	1.57			chough
pirol	obscure_root		tail	1	bullfinch	1.77			bullfinch
piroteknik	obscure_root		extended	2	pyrotechnics	2.6			pyrotechnics
piroz	obscure_root		tail	1	acid	0.0			acid stomach, heartburn, pyrosis
pirsuk	obscure_root		tail	1	pear	0.0			pear juice
piruet	covered_T1_3	1	tail	1		0.0			to pirouette
pis	obscure_root		tail	1	piss	4.17			to piss, urinate
pispot	obscure_root		tail	1	chamber	0.0			chamber pot, toilet
pist	covered_T1_3	2	core	5		0.0			to crush, pound, grind
pistak	obscure_root		extended	2	pistachio	2.76			pistachio
pistol	covered_T1_3	2	tail	1		0.0			pistol, spray gun
pitagor	obscure_root		core	3	pythagorean	0.0			Pythagorean
piton	obscure_root		tail	1	python	3.78			python
pitoresk	obscure_root		tail	1	picturesque	3.5			picturesque
pituitari	obscure_root		tail	1	hypophysis	1.27			hypophysis, pituitary, pituitary gland
piul	obscure_root		tail	1	pious	0.0			pious person, religious person
piv	obscure_root		tail	1		0.0			word or language element found in the PIV (Plena Ilustrita Vortaro)
pivot	shade_mismatch		tail	1	pivot	3.5		turn	to pivot, revolve, turn, rotate
pivotgrafik	obscure_root		tail	1	pivot	0.0			pivot chart
pivottabel	obscure_root		tail	1	pivot	0.0			pivot table
pivotzon	obscure_root		tail	1	pivot	0.0			pivot area
piz	covered_T1_3	1	tail	1		0.0			green pea
pizang	obscure_root		tail	1	banana	4.0			banana
pizosup	obscure_root		tail	1	pea-soup	0.0			pea-soup
piĉ	obscure_root		tail	1	cunt	3.87			cunt, pussy
piĉlek	obscure_root		tail	1	eat	0.0			to eat cunt
piĝin	obscure_root		tail	1	pidgin	2.54			pidgin
piĵam	covered_T1_3	2	tail	1		0.0			pajama
piŝt	obscure_root		tail	1	piston	3.47			piston
pl	obscure_root		tail	1	most	0.0			most
plabaer	obscure_root		tail	1	open-air	0.0			open-air
plac	covered_T1_3	2	core	3		0.0			place, plaza, square, public square
placeb	obscure_root		tail	1	placebo	3.48			placebo
placeboefik	obscure_root		tail	1	placebo	0.0			placebo effect
placent	obscure_root		tail	1	afterbirth	2.02			afterbirth, placenta
plad	covered_T1_3	1	core	4		0.0			course, dish, plate, platter, tray
plafon	covered_T1_3	2	tail	1		0.0			ceiling
plag	obscure_root		tail	1	afflict	2.43			to afflict, plague
plagiat	obscure_root		tail	1	plagiarize	2.1			to plagiarize
plak	obscure_root		tail	1	plate	4.55			to plate, veneer
plan	covered_T1_3	1/2/3	core	5		0.0			to organize, plan, schedule
pland	obscure_root		core	3		0.0			sole (foot)
plane	obscure_root		tail	1	aerofoil	1.77			aerofoil, airfoil
planed	covered_T1_3	2	core	3		0.0			planetary
planimetri	obscure_root		tail	1	planimetry	0.0			planimetry
planiz	obscure_root		tail	1	plan	5.29			to plan
plank	covered_T1_3	1	tail	1		0.0			floor
plankhoke	obscure_root		tail	1	floor	0.0			floor hockey
plankpord	obscure_root		tail	1	trapdoor	2.49			trapdoor
plankton	obscure_root		tail	1	plankton	3.05			plankton
planlingv	obscure_root		tail	1	planned	0.0			planned language, constructed language
planlingvistik	obscure_root		tail	1	linguistics	0.0			linguistics of constructed languages
plant	covered_T1_3	1/2	core	8		0.0			plant, vegetable
plantag	obscure_root		tail	1	plaintain	0.0			plaintain, plantago
plas	obscure_root		tail	1	invest	4.32			to invest
plasm	obscure_root		tail	1	plasma	3.95			plasma
plasmekran	obscure_root		tail	1	plasma	0.0			plasma screen
plasmoekran	obscure_root		tail	1	plasma	0.0			plasma screen
plast	covered_T1_3	2	tail	1		0.0			plastic
plastik	obscure_root		tail	1	modeling	3.94			modeling, molding, plastic
plastr	obscure_root		tail	1		0.0			plaster (dressing)
plat	covered_T1_3	2	core	8		0.0			flat
platale	obscure_root		tail	1	spoonbill	1.69			spoonbill
platanter	obscure_root		tail	1	butterfly-orchid	0.0			butterfly-orchid
platbord	obscure_root		tail	1	beach	4.92			beach
platen	obscure_root		tail	1	platinum	4.02			platinum
plates	obscure_root		tail	1	plaice	2.16			plaice
platfiŝ	obscure_root		tail	1	flatfish	1.89			flatfish
platform	obscure_root		tail	1		0.0			landing (in a staircase), platform
platformgru	obscure_root		tail	1	cherry	0.0			cherry picker
platformkamion	obscure_root		tail	1	flatbed	2.63			flatbed
platfosil	obscure_root		tail	1	spade	3.33			spade
platgerman	obscure_root		tail	1	low	0.0			Low German, Low Saxon
platnaz	obscure_root		tail	1	pug-nose	0.0			pug-nose
platpoŝ	obscure_root		tail	1	broke	4.85			broke
platring	obscure_root		tail	1	washer	3.34			washer
plattekst	obscure_root		tail	1	plaintext	2.31			plaintext, plain-text
platvagonet	obscure_root		tail	1	taming	2.92			taming, training
plaĉ	covered_T1_3	2	extended	2		0.0			pleasant, winning, pleasing
plaĉaspekt	obscure_root		tail	1	pretty	5.38			pretty
plaĉivol	obscure_root		tail	1	coquettish	2.03			coquettish
plaĝ	obscure_root		tail	1	beach	4.92			beach
plaĝokostum	obscure_root		tail	1	bathing	0.0			bathing costume, bathing suit
plaĝpilk	obscure_root		tail	1	beach	0.0			beach ball
plaĝseĝ	obscure_root		tail	1	beach	0.0			beach chair
plaĝtuk	obscure_root		tail	1	beach	0.0			beach towel
plaŭd	covered_T1_3	1	core	4		0.0			to beat, flap, lap, plash, splash
pleb	obscure_root		extended	2	common	0.0			common people, plebs
plebiscit	obscure_root		tail	1	plebiscite	2.76			plebiscite
